ticker,company_name,median_worker_pay,pay_ratio,ceo_name,salary,industry,sector,fullTimeEmployees,longBusinessSummary,totalRevenue,grossProfits,freeCashflow,operatingCashflow
SBAC,SBA Communications Corp.,96104,104,Jeffrey Stoops,9995179,REIT—Specialty,Real Estate,1834.0,"SBA Communications Corporation is a first choice provider and leading owner and operator of wireless communications infrastructure in North, Central, and South America and South Africa. By Building Better Wireless, SBA generates revenue from two primary businesses  site leasing and site development services. The primary focus of the Company is the leasing of antenna space on its multi-tenant communication sites to a variety of wireless service providers under long-term lease contracts. For more information please visit: www.sbasite.com.",2689200128.0,1937997000.0,894523904.0,1304189952.0
SBRA,"Sabra Health Care REIT, Inc.",215071,28,Richard Matros,6091584,REIT—Healthcare Facilities,Real Estate,42.0,"As of March 31, 2022, Sabra's investment portfolio included 416 real estate properties held for investment. This consists of (i) 279 Skilled Nursing/Transitional Care facilities, (ii) 59 Senior Housing communities (Senior Housing - Leased), (iii) 50 Senior Housing communities operated by third-party property managers pursuant to property management agreements (Senior Housing - Managed), (iv) 13 Behavioral Health facilities and (v) 15 Specialty Hospitals and Other facilities), one asset held for sale, one investment in a sales-type lease, 16 investments in loans receivable (consisting of (i) two mortgage loans, (ii) one construction loan and (iii) 13 other loans), seven preferred equity investments and one investment in an unconsolidated joint venture. As of March 31, 2022, Sabra's real estate properties held for investment included 41,445 beds/units, spread across the United States and Canada.",0.0,372798000.0,0.0,0.0
SHO,"Sunstone Hotel Investors, Inc.",202697,16,Douglas Pasquale,2913754,REIT—Hotel & Motel,Real Estate,40.0,"Sunstone Hotel Investors, Inc. is a lodging real estate investment trust (""REIT"") that as of the date of this release owns 15 hotels comprised of 7,735 rooms, the majority of which are operated under nationally recognized brands. Sunstone's strategy is to create long-term stakeholder value through the acquisition, active ownership and disposition of hotels considered to be Long-Term Relevant Real Estate.",0.0,421301700.0,0.0,0.0
SITC,SITE Centers Corp.,97969,71,David Lukes,6910219,REIT—Retail,Real Estate,267.0,"SITE Centers is an owner and manager of open-air shopping centers located in suburban, high household income communities. The Company is a self-administered and self-managed REIT operating as a fully integrated real estate company, and is publicly traded on the New York Stock Exchange under the ticker symbol SITC.",579907008.0,404631000.0,245091744.0,249408000.0
SKT,"Tanger Factory Outlet Centers, Inc.",16817,302,Stephen Yalof,5082937,REIT—Retail,Real Estate,341.0,"Tanger Factory Outlet Centers, Inc. (NYSE: SKT) is a leading operator of upscale open-air outlet centers that owns (or has an ownership interest in) and/or manages a portfolio of 36 centers with an additional center currently under development. Tanger's operating properties are located in 20 states and in Canada, totaling approximately 13.9 million square feet, leased to over 2,700 stores operated by more than 600 different brand name companies. The Company has more than 42 years of experience in the outlet industry and is a publicly-traded REIT. Tanger is furnishing a Form 8-K with the Securities and Exchange Commission (""SEC"") that includes a supplemental information package for the quarter ended December 31, 2022.",450704000.0,327119000.0,209656000.0,220680000.0
SLG,SL Green Realty Corp.,125475,168,Marc Holliday,21088057,REIT—Office,Real Estate,1137.0,"SL Green Realty Corp., Manhattan's largest office landlord, is a fully integrated real estate investment trust, or REIT, that is focused primarily on acquiring, managing and maximizing value of Manhattan commercial properties. As of December 31, 2022, SL Green held interests in 61 buildings totaling 33.1 million square feet. This included ownership interests in 28.9 million square feet of Manhattan buildings and 3.4 million square feet securing debt and preferred equity investments.",796294976.0,424147000.0,0.0,0.0
SPG,"Simon Property Group, Inc.",64069,163,David Simon,10475192,REIT—Retail,Real Estate,2500.0,"Simon is a real estate investment trust engaged in the ownership of premier shopping, dining, entertainment and mixed-use destinations and an S&P 100 company (Simon Property Group, NYSE: SPG). Our properties across North America, Europe and Asia provide community gathering places for millions of people every day and generate billions in annual sales.",0.0,4290493000.0,0.0,0.0
SRC,"Spirit Realty Capital, Inc.",122763,102,Jackson Hsieh,12549978,REIT—Diversified,Real Estate,89.0,"Spirit Realty Capital, Inc. (NYSE: SRC) is a premier net-lease REIT that primarily invests in single-tenant, operationally essential real estate assets, subject to long-term leases. As of September 30, 2020, our diverse portfolio of 1,778 owned properties, with an aggregate leasable area of 37.2 million square feet in 48 states, included retail, industrial and office buildings leased to 296 tenants across 28 retail industries.",0.0,675008000.0,0.0,0.0
SRG,Seritage Growth Properties,149500,38,Andrea Olshan,5535608,REIT—Retail,Real Estate,32.0,"Seritage Growth Properties is a publicly-traded, self-administered and self-managed REIT with 166 wholly-owned properties and 29 unconsolidated properties totaling approximately 30.4 million square feet of space across 44 states and Puerto Rico. The Company was formed to unlock the underlying real estate value of a high-quality retail portfolio it acquired from Sears Holdings in July 2015. The Company's mission is to create and own revitalized shopping, dining, entertainment and mixed-use destinations that provide enriched experiences for consumers and local communities, and create long-term value for our shareholders.",103475000.0,37755000.0,-540079872.0,-117923000.0
STAG,"STAG Industrial, Inc.",251646,18,Benjamin Butcher,4449298,REIT—Industrial,Real Estate,93.0,"STAG Industrial, Inc. (NYSE: STAG) is a real estate investment trust focused on the acquisition and operation of single-tenant, industrial properties throughout the United States. By targeting this type of property, STAG has developed an investment strategy that helps investors find a powerful balance of income plus growth.",671689024.0,531644000.0,326114368.0,385472992.0
STAR,iStar Inc.,229832,10,Jay Sugarman,2327438,REIT—Diversified,Real Estate,118.0,"iStar Inc. (NYSE: STAR) is focused on reinventing the ground lease sector, unlocking value for real estate owners throughout the country by providing modern, more efficient ground leases on all types of properties. As the founder, investment manager and largest shareholder of Safehold Inc. (NYSE: SAFE), the first publicly traded company to focus on modern ground leases, iStar is helping create a logical new approach to the way real estate is owned, and continues to use its historic strengths in finance and net lease to expand this unique platform. Recognized as a consistent innovator in the real estate markets, iStar specializes in identifying and scaling newly discovered opportunities and has completed more than $40 billion of transactions over the past two decades.",199331008.0,39278000.0,1271749120.0,47667000.0
